dataset_id,electrode,stoichiometry,ocp_V_vs_Li,data_kind,source_id
AE_LFP,Negative electrode,0.0016261,1.392450452944157,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.009835639,0.5593961649389101,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.018045178,0.4497593727153628,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.026254716999999997,0.36349783128123647,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.034464256,0.30265980776653834,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.042673794999999994,0.26267857365716196,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.050883333999999995,0.23882792364783967,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.059092873,0.22569289451698182,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.067302412,0.2186320854863979,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.07551195100000001,0.214565250941682,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.08372149,0.21174781872743154,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.09193102900000001,0.20927711644200286,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.100140568,0.20670388043858168,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.10835010700000001,0.2038041649299558,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.116559646,0.20046595920121746,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.12476918500000002,0.1966406089788535,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.132978724,0.19232608998765954,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.14118826299999998,0.1875633112502797,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.149397802,0.18243492625204993,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.15760734099999998,0.1770608317422031,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.16581687999999997,0.17158787108404994,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.17402641900000002,0.166174228309103,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.182235958,0.1609714157048927,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.190445497,0.15610790200183544,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.19865503599999998,0.1516778912451926,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.20686457499999997,0.14773693632568552,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.215074114,0.14430394218631193,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.223283653,0.1413676177525076,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.231493192,0.1388949619031763,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.23970273099999997,0.13683973567864882,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.24791227000000002,0.13514963351587284,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.25612180900000003,0.1337716218984042,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.264331348,0.13265545510768106,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.272540887,0.13175566774552294,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.280750426,0.1310324384625119,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.28895996500000004,0.13045169785333854,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.29716950400000003,0.12998478082494813,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.305379043,0.12960784072395626,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.313588582,0.12930116938187552,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.321798121,0.12904851086483404,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.33000766,0.1288364169605387,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.33821719899999997,0.12865366632200903,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.34642673800000007,0.12849075315808278,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.35463627700000006,0.1283394422868298,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.36284581600000004,0.12819238285047874,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.37105535500000003,0.12804277135752073,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.379264894,0.12788405488219468,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.387474433,0.12770966658069227,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.395683972,0.12751278785876252,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.403893511,0.12728613445801784,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.41210304999999997,0.12702176747539795,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.42031258900000007,0.126710935025109,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.42852212800000006,0.12634395602564297,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.43673166700000005,0.1259101644511702,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.44494120600000003,0.12539794003519944,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.453150745,0.12479485902875354,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.461360284,0.12408800453204805,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.469569823,0.12326447737784463,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.477779362,0.12231214160456005,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.485988901,0.12122061852521426,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.49419844000000007,0.11998250612911932,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.502407979,0.11859474488819188,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.510617518,0.1170599821563556,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.518827057,0.11538771973938111,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.527036596,0.11359498686991287,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.535246135,0.11170629183956038,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.5434556739999999,0.10975269018162948,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.5516652129999999,0.10776996325430588,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.5598747519999999,0.10579609455674444,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.568084291,0.10386840307265999,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.57629383,0.10202078212954291,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.584503369,0.10028146457024434,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.592712908,0.09867160120603558,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.600922447,0.09720474950019309,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.609131986,0.09588718710210031,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.617341525,0.09471883957046856,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6255510639999999,0.09369456236398577,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6337606029999999,0.09280553414230752,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6419701419999999,0.09204057592769743,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.650179681,0.09138728141868313,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6583892199999999,0.0908329078344039,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.666598759,0.09036502417078651,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6748082979999999,0.0899719428532677,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.683017837,0.08964297439568014,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6912273760000001,0.08936854746072243,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.6994369149999999,0.08914023312203767,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.707646454,0.0889507055761527,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.7158559929999999,0.08879366428629965,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.724065532,0.08866373581239628,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.7322750709999999,0.088556367947632,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.74048461,0.08846772437072303,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.7486941489999999,0.08839458473640605,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.756903688,0.08833425276833395,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.7651132270000001,0.08828447327071842,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.7733227659999999,0.0882433578321411,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.781532305,0.08820931817503208,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.7897418439999999,0.08818100545164498,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.797951383,0.08815725315696454,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.8061609219999999,0.08813702057823036,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.814370461,0.08811933266508021,tabulated_published_fit_not_measurement,S01
AE_LFP,Negative electrode,0.8225799999999999,0.08810321067760185,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.0875,3.7366643607113446,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.09612879999999999,3.4221100715192305,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.10475759999999999,3.4116403070397836,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.1133864,3.4111710421966706,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.12201519999999999,3.4110306661487724,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.13064399999999998,3.4109011063444177,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.13927279999999997,3.4107719022564207,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.1479016,3.4106427098669516,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.1565304,3.410513517862215,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.1651592,3.410384325870131,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.173788,3.410255133878463,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.1824168,3.4101259418868084,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.19104559999999998,3.409996749895155,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.19967439999999997,3.409867557903501,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.2083032,3.4097383659118474,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.21693199999999999,3.4096091739201935,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.22556079999999998,3.40947998192854,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.2341896,3.409350789936886,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.2428184,3.4092215979452325,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.2514472,3.4090924059535785,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.260076,3.4089632139619246,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.26870479999999997,3.408834021970271,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.2773336,3.408704829978617,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.28596239999999995,3.4085756379869636,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.29459119999999994,3.4084464459953097,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.30322,3.408317254003656,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3118488,3.408188062012002,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.32047760000000003,3.4080588700203482,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3291064,3.4079296780286947,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3377352,3.4078004860370408,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.346364,3.4076712940453873,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3549928,3.4075421020537333,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3636216,3.40741291006208,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3722504,3.407283718070426,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.3808792,3.4071545260787723,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.38950799999999997,3.4070253340871184,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.39813679999999996,3.4068961420954644,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.40676559999999995,3.406766950103811,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.41539439999999994,3.406637758112157,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.42402319999999993,3.4065085661205035,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.43265200000000004,3.4063793741288495,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.4412807999999999,3.406250182137196,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.4499096,3.406120990145542,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.4585384,3.405991798153888,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.4671672,3.4058626061622346,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.475796,3.4057334141705806,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.4844248,3.405604222178927,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.4930536,3.405475030187273,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5016824,3.4053458381956196,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5103112,3.4052166462039657,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.51894,3.405087454212312,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5275688000000001,3.4049582622206582,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5361975999999999,3.4048290702290043,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5448263999999999,3.4046998782373508,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5534552,3.404570686245697,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5620839999999999,3.4044414942540433,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5707128,3.4043123022623893,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5793416,3.404183110270736,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5879704,3.404053918279082,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.5965992,3.403924726287428,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.605228,3.4037955342957744,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.6138568,3.4036663423041205,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.6224856,3.403537150312467,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.6311144000000001,3.403407958320813,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.6397432,3.4032787663291595,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.648372,3.4031495743375055,tabulated_published_fit_not_measurement,S01
AE_LFP,Positive electrode,0.6570008,3.403020382345852,tabulated_published_fit_not_measurement,S01
